"StartTime","EndTime","EpisodeId","EventId","State","EventType","InjuriesDirect","InjuriesIndirect","DeathsDirect","DeathsIndirect","DamageProperty","DamageCrops","Source","BeginLocation","EndLocation","BeginLat","BeginLon","EndLat","EndLon","EpisodeNarrative","EventNarrative","StormSummary"
"2007-12-15 17:30:00.0000000","2007-12-15 20:30:00.0000000","12692","69788","KENTUCKY","Flood","0","0","0","0","0","0","Law Enforcement","SULPHUR","CAMPBELLSBURG","38.4707","-85.239","38.5377","-85.21","A warm front over the Deep South, along with an upper level low crossing the lower Ohio Valley, produced heavy rains over central Kentucky. The ground had been saturated by rains over the previous days, so area flooding resulted over many areas.","Water was over parts of Kentucky Highway 997.","{""TotalDamages"":0,""StartTime"":""2007-12-15T17:30:00.0000000Z"",""EndTime"":""2007-12-15T20:30:00.0000000Z"",""Details"":{""Description"":""Water was over parts of Kentucky Highway 997."",""Location"":""KENTUCKY""}}"
"2007-12-15 16:30:00.0000000","2007-12-15 20:30:00.0000000","12692","69816","KENTUCKY","Flood","0","0","0","0","0","0","Law Enforcement","JUSTICE","DEER LICK","36.8744","-87.0419","37.0186","-87.0394","A warm front over the Deep South, along with an upper level low crossing the lower Ohio Valley, produced heavy rains over central Kentucky. The ground had been saturated by rains over the previous days, so area flooding resulted over many areas.","Three roads in the county were flooded.","{""TotalDamages"":0,""StartTime"":""2007-12-15T16:30:00.0000000Z"",""EndTime"":""2007-12-15T20:30:00.0000000Z"",""Details"":{""Description"":""Three roads in the county were flooded."",""Location"":""KENTUCKY""}}"
"2007-12-15 17:30:00.0000000","2007-12-15 19:30:00.0000000","12692","69818","KENTUCKY","Flood","0","0","0","0","0","0","Law Enforcement","BRANDENBURG","DOE RUN","38","-86.18","38.0073","-86.1218","A warm front over the Deep South, along with an upper level low crossing the lower Ohio Valley, produced heavy rains over central Kentucky. The ground had been saturated by rains over the previous days, so area flooding resulted over many areas.","An intersection was closed due to high water.","{""TotalDamages"":0,""StartTime"":""2007-12-15T17:30:00.0000000Z"",""EndTime"":""2007-12-15T19:30:00.0000000Z"",""Details"":{""Description"":""An intersection was closed due to high water."",""Location"":""KENTUCKY""}}"
"2007-12-15 16:30:00.0000000","2007-12-15 20:30:00.0000000","12692","69819","KENTUCKY","Flood","0","0","0","0","0","0","Law Enforcement","MATANZAS","CENTERTOWN","37.4514","-87.0735","37.4182","-86.998","A warm front over the Deep South, along with an upper level low crossing the lower Ohio Valley, produced heavy rains over central Kentucky. The ground had been saturated by rains over the previous days, so area flooding resulted over many areas.","Many county roads were covered with water.","{""TotalDamages"":0,""StartTime"":""2007-12-15T16:30:00.0000000Z"",""EndTime"":""2007-12-15T20:30:00.0000000Z"",""Details"":{""Description"":""Many county roads were covered with water."",""Location"":""KENTUCKY""}}"
"2007-12-23 06:10:00.0000000","2007-12-23 06:10:00.0000000","12947","71540","MICHIGAN","Thunderstorm Wind","0","0","0","0","2000","0","NWS Storm Survey","CONDIT","CONDIT","42.15","-84.75","42.15","-84.75","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","A tree was blown down onto a highway.","{""TotalDamages"":2000,""StartTime"":""2007-12-23T06:10:00.0000000Z"",""EndTime"":""2007-12-23T06:10:00.0000000Z"",""Details"":{""Description"":""A tree was blown down onto a highway."",""Location"":""MICHIGAN""}}"
"2007-12-23 06:22:00.0000000","2007-12-23 06:22:00.0000000","12947","71541","MICHIGAN","Thunderstorm Wind","0","0","0","0","40000","0","Law Enforcement","PORTLAND","PORTLAND","42.87","-84.92","42.87","-84.92","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","Trees and power lines were blown down onto Grand River avenue.","{""TotalDamages"":40000,""StartTime"":""2007-12-23T06:22:00.0000000Z"",""EndTime"":""2007-12-23T06:22:00.0000000Z"",""Details"":{""Description"":""Trees and power lines were blown down onto Grand River avenue."",""Location"":""MICHIGAN""}}"
"2007-12-23 06:25:00.0000000","2007-12-23 06:25:00.0000000","12947","71542","MICHIGAN","Thunderstorm Wind","0","0","0","0","25000","0","Law Enforcement","BIG RAPIDS","BIG RAPIDS","43.7","-85.49","43.7","-85.49","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","Power lines were blown down in Big Rapids township.","{""TotalDamages"":25000,""StartTime"":""2007-12-23T06:25:00.0000000Z"",""EndTime"":""2007-12-23T06:25:00.0000000Z"",""Details"":{""Description"":""Power lines were blown down in Big Rapids township."",""Location"":""MICHIGAN""}}"
"2007-12-01 10:40:00.0000000","2007-12-01 16:00:00.0000000","11955","65487","ARIZONA","Flash Flood","0","0","0","0","20000","0","Trained Spotter","CAVE CREEK","CAREFREE","33.8567","-111.9633","33.9","-111.9649","Locally heavy rains and the resulting runoff contributed to flooded roads in North Central Maricopa County.","Several spotters reported flooding of roads in the Cave Creek area. Washes and low spots draining into the Cave Creek were also flooded. Additional reports of flooding were received. One of the heaviest 24 hour amounts was 3.94 inches at Fraesfield Mountain in Carefree.","{""TotalDamages"":20000,""StartTime"":""2007-12-01T10:40:00.0000000Z"",""EndTime"":""2007-12-01T16:00:00.0000000Z"",""Details"":{""Description"":""Several spotters reported flooding of roads in the Cave Creek area. Washes and low spots draining into the Cave Creek were also flooded. Additional reports of flooding were received. One of the heaviest 24 hour amounts was 3.94 inches at Fraesfield Mountain in Carefree."",""Location"":""ARIZONA""}}"
"2007-12-09 17:02:00.0000000","2007-12-09 18:45:00.0000000","12067","65984","KENTUCKY","Flash Flood","0","0","0","0","50000","0","Law Enforcement","RICHMOND","RICHMOND","37.7607","-84.3105","37.722","-84.3187","A nearly stationary frontal boundary over the lower Ohio Valley was the focus for a heavy rainfall event in east central Kentucky.","Numerous roads in Richmond were under water due to heavy rains. Some roads were covered by as much as four feet of water. Some buildings were flooded.","{""TotalDamages"":50000,""StartTime"":""2007-12-09T17:02:00.0000000Z"",""EndTime"":""2007-12-09T18:45:00.0000000Z"",""Details"":{""Description"":""Numerous roads in Richmond were under water due to heavy rains. Some roads were covered by as much as four feet of water. Some buildings were flooded."",""Location"":""KENTUCKY""}}"
"2007-12-10 10:00:00.0000000","2007-12-10 16:00:00.0000000","12068","65985","KENTUCKY","Flood","0","0","0","0","0","0","Department of Highways","LEETOWN","LEETOWN","37.1451","-86.7273","37.1449","-86.7477","A stationary front over the lower Ohio Valley continued to act as the focus for heavy rains. It produced area flooding over parts of south central Kentucky on December 10, and some river flooding over a wider area of central Kentucky over the next week.","Parts of Kentucky Highway 1153 were impassable due to high water over the roadway.","{""TotalDamages"":0,""StartTime"":""2007-12-10T10:00:00.0000000Z"",""EndTime"":""2007-12-10T16:00:00.0000000Z"",""Details"":{""Description"":""Parts of Kentucky Highway 1153 were impassable due to high water over the roadway."",""Location"":""KENTUCKY""}}"
"2007-12-10 10:00:00.0000000","2007-12-10 16:00:00.0000000","12068","65987","KENTUCKY","Flood","0","0","0","0","0","0","Department of Highways","ROCKY HILL","ROCKY HILL","37.0632","-86.1088","37.0685","-86.1356","A stationary front over the lower Ohio Valley continued to act as the focus for heavy rains. It produced area flooding over parts of south central Kentucky on December 10, and some river flooding over a wider area of central Kentucky over the next week.","High waters from heavy rains made Kentucky highway 1339 impassable between mile markers two and three.","{""TotalDamages"":0,""StartTime"":""2007-12-10T10:00:00.0000000Z"",""EndTime"":""2007-12-10T16:00:00.0000000Z"",""Details"":{""Description"":""High waters from heavy rains made Kentucky highway 1339 impassable between mile markers two and three."",""Location"":""KENTUCKY""}}"
"2007-12-11 06:10:00.0000000","2007-12-16 06:15:00.0000000","12068","65994","KENTUCKY","Flood","0","0","0","0","0","0","COOP Observer","BOSTON","NEW HAVEN","37.78","-85.67","37.6648","-85.5787","A stationary front over the lower Ohio Valley continued to act as the focus for heavy rains. It produced area flooding over parts of south central Kentucky on December 10, and some river flooding over a wider area of central Kentucky over the next week.","The Rolling Fork River at Boston crested at 39.3 feet around 1700EST on December 12. Flood stage at Boston is 35 feet. Minor flooding occurs at this level, with some agricultural bottom land covered.","{""TotalDamages"":0,""StartTime"":""2007-12-11T06:10:00.0000000Z"",""EndTime"":""2007-12-16T06:15:00.0000000Z"",""Details"":{""Description"":""The Rolling Fork River at Boston crested at 39.3 feet around 1700EST on December 12. Flood stage at Boston is 35 feet. Minor flooding occurs at this level, with some agricultural bottom land covered."",""Location"":""KENTUCKY""}}"
"2007-12-14 12:30:00.0000000","2007-12-14 16:00:00.0000000","11812","64868","PENNSYLVANIA","Flood","0","0","0","0","5000","0","County Official","FAYETTE CITY","LOWBER","40.1","-79.84","40.05","-79.83","An area of strong low pressure pushed a cold front across the region with heavy rain. Combined with some snow melt this produced flooding across portions of Northern West Virginia, Garrett county Maryland, and Greene and Fayette counties in Pennsylvania.","River flooding along State Route 201 with reports of 2 feet of water  on roadway.","{""TotalDamages"":5000,""StartTime"":""2007-12-14T12:30:00.0000000Z"",""EndTime"":""2007-12-14T16:00:00.0000000Z"",""Details"":{""Description"":""River flooding along State Route 201 with reports of 2 feet of water  on roadway."",""Location"":""PENNSYLVANIA""}}"
"2007-12-13 12:30:00.0000000","2007-12-13 16:30:00.0000000","11813","64869","MARYLAND","Flood","0","0","0","0","10000","0","County Official","MC HENRY","MC HENRY","39.55","-79.35","39.55","-79.36","An area of strong low pressure pushed a cold front across the region with heavy rain. Combined with some snow melt this produced flooding across portions of Northern West Virginia, Garrett county Maryland, and Greene and Fayette counties in Pennsylvania.","County official reported multiple streams and creeks out of their banks with numerous roads closed due to flooding.","{""TotalDamages"":10000,""StartTime"":""2007-12-13T12:30:00.0000000Z"",""EndTime"":""2007-12-13T16:30:00.0000000Z"",""Details"":{""Description"":""County official reported multiple streams and creeks out of their banks with numerous roads closed due to flooding."",""Location"":""MARYLAND""}}"
"2007-12-23 07:04:00.0000000","2007-12-23 07:04:00.0000000","12947","71547","MICHIGAN","Thunderstorm Wind","0","0","0","0","5000","0","Law Enforcement","ST LOUIS","ST LOUIS","43.41","-84.62","43.41","-84.62","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","A couple of trees were blown down.","{""TotalDamages"":5000,""StartTime"":""2007-12-23T07:04:00.0000000Z"",""EndTime"":""2007-12-23T07:04:00.0000000Z"",""Details"":{""Description"":""A couple of trees were blown down."",""Location"":""MICHIGAN""}}"
